City_ID,City,Country,Lat,Lng,Max Temp(C),Humidity,Cloudiness,Wind Speed,Current Description,Date
613,Xalpatlahuac,MX,17.4667,-98.6167,14.28,62,67,1.48,broken clouds,2022-02-13 10:14:34
614,Kichera,RU,55.9375,110.0997,-25.67,88,48,2.45,scattered clouds,2022-02-13 10:14:35
615,Santo Augusto,BR,-27.8508,-53.7772,18.06,99,60,2.52,broken clouds,2022-02-13 10:14:37
616,Ramgarh,IN,23.6333,85.5167,26.03,14,0,2.94,clear sky,2022-02-13 10:14:38
617,Ibra,OM,22.6906,58.5334,27.13,21,0,5.49,clear sky,2022-02-13 10:14:39
618,Muyezerskiy,RU,63.9333,31.65,-7.74,95,100,3.74,overcast clouds,2022-02-13 10:14:41
619,Sawai Madhopur,IN,25.9833,76.3667,24.41,18,0,0.57,clear sky,2022-02-13 10:14:42
620,Charters Towers,AU,-20.1,146.2667,25.25,66,7,6.44,clear sky,2022-02-13 10:14:44
621,Khudumelapye,BW,-23.8833,24.75,31.42,19,5,4.21,clear sky,2022-02-13 10:14:45
622,Xiongyue,CN,40.1774,122.1228,-3.43,54,86,6.63,overcast clouds,2022-02-13 10:14:47
623,Tornio,FI,65.8481,24.1466,-5.99,95,100,6.93,light snow,2022-02-13 10:14:49
624,Qasigiannguit,GL,68.8193,-51.1922,-11.86,95,100,3.08,overcast clouds,2022-02-13 10:14:50
625,Santa Ines,BR,-3.6667,-45.38,23.01,98,100,0.45,overcast clouds,2022-02-13 10:14:51
626,Novobiryusinskiy,RU,56.9578,97.7076,-15.44,89,98,3.12,overcast clouds,2022-02-13 10:14:53
627,Ajdabiya,LY,30.7554,20.2263,15.18,51,0,1.59,clear sky,2022-02-13 10:14:54
628,Berdigestyakh,RU,62.0989,126.6992,-24.65,100,100,0.76,overcast clouds,2022-02-13 10:14:58
629,Port Huron,US,42.9709,-82.4249,-7.7,75,100,2.06,overcast clouds,2022-02-13 10:14:59
630,Hargeysa,SO,9.56,44.065,24.76,36,41,8.44,scattered clouds,2022-02-13 10:15:01
631,Daugai,LT,54.3667,24.3333,0.57,54,94,5.99,overcast clouds,2022-02-13 10:15:02
632,Asbestovskiy,RU,57.7557,61.3967,-3.61,88,97,1.86,overcast clouds,2022-02-13 10:15:03
633,Hermosillo,MX,29.0667,-110.9667,18.84,22,98,2.24,overcast clouds,2022-02-13 10:15:05
634,Hastings,GB,50.8552,0.5729,8.54,80,100,11.9,overcast clouds,2022-02-13 10:15:06
635,Catamarca,AR,-28.4696,-65.7852,16.54,77,1,3.65,clear sky,2022-02-13 10:15:09
636,Talavera De La Reina,ES,39.9635,-4.8308,13.67,79,100,2.89,overcast clouds,2022-02-13 10:15:10
637,Enshi,CN,30.3,109.4833,9.8,73,45,0.66,scattered clouds,2022-02-13 10:15:11
638,Yenagoa,NG,4.9247,6.2642,34.06,46,65,1.34,broken clouds,2022-02-13 10:15:13
639,Verkhnevilyuysk,RU,63.4453,120.3167,-24.32,100,100,0.8,overcast clouds,2022-02-13 10:15:14
640,Buritis,BR,-15.6178,-46.4233,20.73,97,100,0.74,overcast clouds,2022-02-13 10:15:16
641,Dalvik,IS,65.9702,-18.5286,-14.04,74,13,5.27,few clouds,2022-02-13 10:15:17
642,Mianwali,PK,32.5741,71.5264,21.96,19,93,1.82,overcast clouds,2022-02-13 10:15:18
643,San Rafael,AR,-34.6177,-68.3301,14.57,38,1,2.01,clear sky,2022-02-13 10:15:20
644,Ena,JP,35.4498,137.4128,3.33,98,100,2.06,light rain,2022-02-13 10:15:21
645,Wuda,CN,39.4994,106.7117,-5.56,50,50,5.97,scattered clouds,2022-02-13 10:15:22
646,Dwarka,IN,22.2394,68.9678,23.98,43,0,5.75,clear sky,2022-02-13 10:15:25
647,Campbellsville,US,37.3434,-85.3419,-3.69,55,6,1.34,clear sky,2022-02-13 10:14:58
648,Karwar,IN,14.8,74.1333,29.37,48,0,4.83,clear sky,2022-02-13 10:15:27
649,Zhuanghe,CN,39.7008,122.9911,0.51,41,54,1.56,broken clouds,2022-02-13 10:15:29
650,Sambava,MG,-14.2667,50.1667,28.94,64,2,5.06,clear sky,2022-02-13 10:15:30
651,Normandin,CA,48.8333,-72.5321,-28.83,68,63,2.06,broken clouds,2022-02-13 10:15:32
652,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,16.43,82,87,4.49,overcast clouds,2022-02-13 10:15:33
653,Harper,LR,4.375,-7.7169,26.71,78,14,2.28,moderate rain,2022-02-13 10:15:34
654,Kasempa,ZM,-13.4584,25.8338,25.09,56,16,2.38,few clouds,2022-02-13 10:15:36
655,Vestmannaeyjar,IS,63.4427,-20.2734,0.55,86,40,12.35,scattered clouds,2022-02-13 10:15:37
656,Eyl,SO,7.9803,49.8164,28.77,53,76,9.32,broken clouds,2022-02-13 10:15:38
657,Soyo,AO,-6.1349,12.3689,28.21,71,97,2.62,overcast clouds,2022-02-13 10:15:40
658,Suntar,RU,62.1444,117.6319,-26.34,99,100,0.26,overcast clouds,2022-02-13 10:15:41
659,At-Bashi,KG,41.1702,75.8106,-4.5,81,60,0.35,broken clouds,2022-02-13 10:15:42
660,Ville-Marie,CA,47.3335,-79.433,-38.0,100,69,0.41,broken clouds,2022-02-13 10:15:44
661,Ust-Nera,RU,64.5667,143.2,-36.11,97,24,1.03,few clouds,2022-02-13 10:15:45
662,Najran,SA,17.4924,44.1277,19.36,24,12,2.81,few clouds,2022-02-13 10:15:48
663,Winneba,GH,5.3511,-0.6231,30.26,67,40,4.05,scattered clouds,2022-02-13 10:15:49
664,Boulsa,BF,12.6675,-0.5758,28.74,8,0,4.74,clear sky,2022-02-13 10:15:50
665,Progreso,MX,21.2833,-89.6667,21.06,90,70,9.14,broken clouds,2022-02-13 10:15:52
666,Saiha,IN,22.4833,92.9667,25.22,21,0,1.63,clear sky,2022-02-13 10:15:53
667,Andenes,NO,69.3143,16.1194,-2.01,64,75,6.17,broken clouds,2022-02-13 10:15:56
668,Gulbene,LV,57.1777,26.7529,-0.1,68,100,5.37,overcast clouds,2022-02-13 10:15:57
669,Visakhapatnam,IN,17.69,83.2093,26.94,44,20,5.66,haze,2022-02-13 10:15:58
670,Limbang,MY,4.75,115.0,28.92,82,83,1.44,moderate rain,2022-02-13 10:16:00
671,Tateyama,JP,34.9833,139.8667,6.96,87,75,4.63,light rain,2022-02-13 10:16:02
672,Kinsale,IE,51.7075,-8.5306,8.46,100,75,5.66,broken clouds,2022-02-13 10:16:04
673,Woodward,US,36.4337,-99.3904,-1.49,74,0,5.14,clear sky,2022-02-13 10:16:05
674,Kyra,RU,49.5776,111.9753,-24.65,92,82,0.57,broken clouds,2022-02-13 10:16:07
675,Iset,RU,56.9779,60.3718,-2.27,87,100,2.16,overcast clouds,2022-02-13 10:16:08
676,El Sauce,NI,12.8869,-86.539,22.51,78,9,2.17,clear sky,2022-02-13 10:16:10
677,Aksarka,RU,66.5606,67.7975,-21.36,99,98,2.6,overcast clouds,2022-02-13 10:16:11
678,Turbaco,CO,10.3294,-75.4114,23.86,88,40,2.06,scattered clouds,2022-02-13 10:16:12
679,Kruisfontein,ZA,-34.0033,24.7314,28.19,46,99,4.32,overcast clouds,2022-02-13 10:16:14
680,Morant Bay,JM,17.8815,-76.4093,25.79,79,18,5.71,few clouds,2022-02-13 10:16:15
681,Bandiagara,ML,14.3501,-3.6104,26.45,10,0,5.96,clear sky,2022-02-13 10:16:17
682,Bodaybo,RU,57.8506,114.1933,-32.1,99,51,1.05,broken clouds,2022-02-13 10:16:18
683,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-25.09,96,98,1.72,overcast clouds,2022-02-13 10:12:12
684,Sosnogorsk,RU,63.6023,53.8817,-7.03,90,97,1.81,overcast clouds,2022-02-13 10:16:22
685,Yerbogachen,RU,61.2767,108.0108,-27.08,100,67,1.61,broken clouds,2022-02-13 10:16:24
686,Gao,ML,16.6362,1.637,26.81,7,0,4.37,clear sky,2022-02-13 10:16:25
687,Kara-Tyube,RU,44.6336,45.4369,5.47,45,98,7.49,overcast clouds,2022-02-13 10:16:26
688,Lebyazhye,RU,55.2689,66.4947,-13.35,92,71,1.53,broken clouds,2022-02-13 10:16:28
689,Oga,IT,46.4631,10.347,-1.84,41,55,2.15,broken clouds,2022-02-13 10:16:29
690,Korla,CN,41.7597,86.1469,3.47,31,100,1.47,overcast clouds,2022-02-13 10:16:31
691,Cooma,AU,-36.2333,149.1333,14.78,83,95,1.72,overcast clouds,2022-02-13 10:16:32
