City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Shache,CN,2022-02-11 07:09:59,38.4167,77.2406,44.38,24,69,3.71
295,Lasa,IT,2022-02-11 07:09:59,46.6166,10.7002,34.02,70,80,2.8
296,Fruitvale,US,2022-02-11 07:10:00,39.0817,-108.4968,34.38,70,0,9.22
297,Kishi,NG,2022-02-11 07:10:00,9.0833,3.85,72.46,15,0,4.5
298,Dao,PH,2022-02-11 07:10:01,11.3937,122.6856,80.24,77,99,9.57
299,Muros,ES,2022-02-11 07:10:01,42.7762,-9.0603,52.23,93,9,4.88
300,Kapoeta,SS,2022-02-11 07:10:02,4.7717,33.5903,92.03,22,98,16.8
301,Nurota,UZ,2022-02-11 07:10:02,40.5614,65.6886,50.09,27,100,6.58
302,Vao,NC,2022-02-11 07:10:03,-22.6667,167.4833,81.5,86,100,30.42
303,Balingasay,PH,2022-02-11 07:10:03,16.3573,119.8564,82.62,60,100,8.84
304,Tecoanapa,MX,2022-02-11 07:10:04,16.5167,-98.75,71.1,76,2,5.26
305,Sumkino,RU,2022-02-11 07:10:04,58.1108,68.3244,1.54,83,6,12.06
306,Natal,BR,2022-02-11 07:07:49,-5.795,-35.2094,75.85,94,20,3.44
307,Qurayyat,SA,2022-02-11 07:10:05,31.3318,37.3428,48.88,63,4,13.35
308,Harer,ET,2022-02-11 07:10:05,9.3094,42.1258,71.2,25,4,8.79
309,Palauig,PH,2022-02-11 07:10:05,15.435,119.9045,84.06,61,100,7.9
310,Puerto Padre,CU,2022-02-11 07:10:06,21.195,-76.6028,72.61,88,0,2.21
311,Cherskiy,RU,2022-02-11 07:10:06,68.75,161.3,-32.51,99,95,5.46
312,Sao Joao Da Barra,BR,2022-02-11 07:10:07,-21.6403,-41.0511,71.46,97,100,7.36
313,Qaanaaq,GL,2022-02-11 07:10:07,77.484,-69.3632,-24.97,67,17,5.19
314,Jiwani,PK,2022-02-11 07:10:07,25.05,61.7417,73.24,48,0,10.22
315,Cotacachi,EC,2022-02-11 07:10:08,0.3,-78.2667,54.95,96,96,1.54
316,Rio Grande,BR,2022-02-11 07:10:08,-32.035,-52.0986,71.94,81,2,15.64
317,Sorong,ID,2022-02-11 07:11:09,-0.8833,131.25,83.08,74,82,4.38
318,Itupiranga,BR,2022-02-11 07:11:09,-5.1347,-49.3267,77.32,97,98,2.42
319,Auki,SB,2022-02-11 07:11:09,-8.7676,160.7034,78.37,90,100,6.17
320,Saint-Francois,FR,2022-02-11 07:11:10,46.4154,3.9054,38.68,81,100,9.22
321,Jumla,NP,2022-02-11 07:11:10,29.2747,82.1838,41.7,57,0,3.87
322,Muzhi,RU,2022-02-11 07:11:10,65.3667,64.6667,2.28,90,100,13.94
323,Dir,PK,2022-02-11 07:08:19,35.2058,71.8756,49.44,36,0,1.59
324,Acari,PE,2022-02-11 07:11:11,-15.4311,-74.6158,71.46,82,68,2.75
325,Victoria,HK,2022-02-11 07:11:11,22.2855,114.1577,75.96,79,13,5.01
326,Port Hardy,CA,2022-02-11 07:11:12,50.6996,-127.4199,41.76,90,89,5.06
327,Hobyo,SO,2022-02-11 07:11:12,5.3505,48.5268,80.6,52,4,22.55
328,Te Anau,NZ,2022-02-11 07:11:12,-45.4167,167.7167,65.21,69,66,6.06
329,Poum,NC,2022-02-11 07:11:13,-20.2333,164.0167,81.43,84,100,20.11
330,Henties Bay,NA,2022-02-11 07:11:13,-22.116,14.2845,70.72,84,100,2.21
331,Beyneu,KZ,2022-02-11 07:11:13,45.3167,55.2,35.51,70,28,18.45
332,Kruisfontein,ZA,2022-02-11 07:11:03,-34.0033,24.7314,72.3,59,0,2.06
333,Pitimbu,BR,2022-02-11 07:11:14,-7.4706,-34.8086,75.79,73,100,6.55
334,Tura,IN,2022-02-11 07:11:14,25.5198,90.2201,71.74,41,0,7.16
335,Sayat,TM,2022-02-11 07:11:15,38.7839,63.8803,60.31,25,95,20.78
336,Tilichiki,RU,2022-02-11 07:11:15,60.4667,166.1,-12.19,79,0,7.78
337,Ancud,CL,2022-02-11 07:11:15,-41.8697,-73.8203,49.42,81,10,5.41
338,Placido De Castro,BR,2022-02-11 07:11:16,-10.3353,-67.1856,72.14,95,97,2.71
339,Wundanyi,KE,2022-02-11 07:11:16,-3.4019,38.364,71.91,54,100,7.07
340,Paamiut,GL,2022-02-11 07:11:17,61.994,-49.6678,18.37,70,100,10.42
341,Madang,PG,2022-02-11 07:11:17,-5.2246,145.7966,78.64,89,100,5.79
342,Nokha,IN,2022-02-11 07:11:18,27.6,73.4167,71.06,21,0,4.23
343,Qazvin,IR,2022-02-11 07:08:29,36.2797,50.0049,39.99,88,99,7.36
344,Semme,FR,2022-02-11 07:11:18,46.1963,1.5007,39.61,91,91,7.14
345,Korla,CN,2022-02-11 07:11:19,41.7597,86.1469,34.84,32,3,5.82
346,Cochabamba,BO,2022-02-11 07:11:04,-17.3895,-66.1568,61.81,75,87,0.22
347,Kokopo,PG,2022-02-11 07:11:19,-4.352,152.2633,81.34,81,100,6.51
348,Valparaiso,CL,2022-02-11 07:11:20,-33.0393,-71.6273,65.48,68,100,1.14
349,Taltal,CL,2022-02-11 07:11:20,-25.4,-70.4833,64.89,82,31,1.99
350,Coihaique,CL,2022-02-11 07:09:04,-45.5752,-72.0662,39.15,75,0,2.3
351,Kasempa,ZM,2022-02-11 07:11:21,-13.4584,25.8338,62.94,99,100,4.09
352,Nelson Bay,AU,2022-02-11 07:11:21,-32.7167,152.15,73.99,89,100,1.99
353,Manadhoo,MV,2022-02-11 07:11:21,5.7667,73.3833,81.55,73,100,10.63
354,Santiago Del Estero,AR,2022-02-11 07:08:24,-27.7951,-64.2615,82.81,32,100,10.2
355,Vidalia,US,2022-02-11 07:11:22,32.2177,-82.4135,46.27,81,0,3.44
356,Dikson,RU,2022-02-11 07:11:22,73.5069,80.5464,7.52,92,100,25.81
357,Saint-Georges,GD,2022-02-11 07:11:23,12.0564,-61.7485,77.29,67,6,17.52
358,Rawson,AR,2022-02-11 07:11:23,-43.3002,-65.1023,56.41,57,6,6.2
359,Richards Bay,ZA,2022-02-11 07:11:23,-28.783,32.0377,80.96,70,4,3.04
360,Tazovskiy,RU,2022-02-11 07:11:24,67.4667,78.7,1.78,78,100,14.94
361,Santa Vitoria Do Palmar,BR,2022-02-11 07:12:24,-33.5189,-53.3681,67.06,93,0,5.93
362,Lata,PT,2022-02-11 07:12:24,40.1629,-8.3327,46.81,66,22,1.97
363,Nanortalik,GL,2022-02-11 07:12:25,60.1432,-45.2371,26.6,69,100,5.3
364,San Jeronimo,PE,2022-02-11 07:12:25,-11.9472,-75.2829,46.78,85,98,1.19
365,Itoman,JP,2022-02-11 07:12:26,26.1247,127.6694,68.77,57,20,10.36
366,Eydhafushi,MV,2022-02-11 07:12:26,5.1033,73.0708,81.61,71,100,11.45
367,Bizhbulyak,RU,2022-02-11 07:12:26,53.6967,54.2642,21.33,94,100,8.05
368,Dubbo,AU,2022-02-11 07:12:27,-32.25,148.6167,89.73,29,40,5.75
369,Bloomfield,US,2022-02-11 07:12:27,40.8068,-74.1854,44.24,61,20,1.01
370,Barcelos,PT,2022-02-11 07:10:29,41.5388,-8.6151,50.85,81,0,4.21
371,Hamilton,US,2022-02-11 07:12:28,39.1834,-84.5333,35.94,76,0,10.36
372,Gubkinskiy,RU,2022-02-11 07:12:28,64.434,76.5026,-1.01,84,85,12.75
373,Tyrma,RU,2022-02-11 07:12:28,50.0833,132.1667,14.4,86,100,0.43
374,Tocache,PE,2022-02-11 07:12:29,-8.1842,-76.5125,67.06,97,88,0.6
375,Lucapa,AO,2022-02-11 07:12:29,-8.4192,20.7447,68.68,90,100,0.31
376,Sassandra,CI,2022-02-11 07:12:29,4.95,-6.0833,77.65,90,92,2.84
377,Huilong,CN,2022-02-11 07:12:30,31.8111,121.655,48.92,69,100,12.17
378,Tual,ID,2022-02-11 07:12:30,-5.6667,132.75,83.28,66,100,2.04
379,Igrim,RU,2022-02-11 07:12:31,63.1906,64.4162,2.93,84,100,12.3
380,Pochutla,MX,2022-02-11 07:12:31,15.7432,-96.4661,72.82,79,33,3.29
381,Dolores,AR,2022-02-11 07:10:11,-36.3132,-57.6792,65.64,92,2,6.98
382,Vila Velha,BR,2022-02-11 07:10:53,-20.3297,-40.2925,75.15,91,75,6.91
383,Berlevag,NO,2022-02-11 07:12:32,70.8578,29.0864,26.55,74,75,17.27
384,Tapes,BR,2022-02-11 07:12:32,-30.6733,-51.3958,72.75,84,24,14.2
385,Barth,DE,2022-02-11 07:12:32,54.3635,12.7249,36.1,91,73,12.35
386,Sinnamary,GF,2022-02-11 07:12:33,5.3833,-52.95,74.71,90,67,7.34
387,Cayenne,GF,2022-02-11 07:12:33,4.9333,-52.3333,77.09,89,75,4.0
388,Gboko,NG,2022-02-11 07:12:33,7.3179,8.9951,74.57,13,5,12.84
389,Egvekinot,RU,2022-02-11 07:12:34,66.3167,-179.1667,-25.11,89,21,5.93
390,Fostoria,US,2022-02-11 07:09:14,41.157,-83.4169,31.1,83,100,12.01
391,Lodwar,KE,2022-02-11 07:12:34,3.1191,35.5973,90.75,28,3,17.36
392,Namatanai,PG,2022-02-11 07:12:35,-3.6667,152.4333,81.88,79,100,5.55
393,Bandarbeyla,SO,2022-02-11 07:12:35,9.4942,50.8122,78.1,55,94,16.55
394,Poso,ID,2022-02-11 07:12:35,-1.3959,120.7524,85.12,66,100,4.9
395,Tepanguare,HN,2022-02-11 07:12:36,14.3333,-87.75,57.6,96,77,3.89
396,Bikin,RU,2022-02-11 07:12:36,46.8161,134.26,18.86,89,100,2.59
397,Naryan-Mar,RU,2022-02-11 07:12:36,67.6713,53.087,22.87,92,100,18.37
398,Lavrentiya,RU,2022-02-11 07:08:15,65.5833,-171.0,-27.85,97,63,5.7
399,Ambulu,ID,2022-02-11 07:12:37,-8.345,113.6058,85.08,69,96,7.61
400,Velingara,SN,2022-02-11 07:12:37,13.15,-14.1167,73.96,10,0,9.24
401,Oktyabrskiy,RU,2022-02-11 07:12:38,54.4815,53.471,22.41,92,100,4.76
402,Aripuana,BR,2022-02-11 07:12:38,-9.1667,-60.6333,72.28,99,100,1.61
403,Adre,TD,2022-02-11 07:12:38,13.4667,22.2,62.47,21,5,20.11
404,Buin,CL,2022-02-11 07:12:39,-33.7333,-70.75,66.74,83,10,1.23
405,Bilibino,RU,2022-02-11 07:08:19,68.0546,166.4372,-37.68,99,28,2.77
406,Kahului,US,2022-02-11 07:12:40,20.8947,-156.47,72.84,83,40,5.75
407,Dunda,TZ,2022-02-11 07:13:40,-8.1167,34.25,67.82,89,100,3.02
408,Finkenstein,AT,2022-02-11 07:13:40,46.5623,13.8709,41.38,91,29,3.04
409,Cabedelo,BR,2022-02-11 07:13:41,-6.9811,-34.8339,75.87,76,100,6.71
410,Mocuba,MZ,2022-02-11 07:13:41,-16.8392,36.9856,81.82,70,100,1.28
411,Maragogi,BR,2022-02-11 07:13:41,-9.0122,-35.2225,78.21,77,100,6.24
412,Santa Marta,CO,2022-02-11 07:13:42,11.2408,-74.199,81.9,60,16,17.0
413,Pimenta Bueno,BR,2022-02-11 07:10:00,-11.6725,-61.1936,72.7,98,100,2.77
414,North Bend,US,2022-02-11 07:13:42,43.4065,-124.2243,44.92,99,0,4.61
415,Leeuwarden,NL,2022-02-11 07:13:43,53.2014,5.8086,41.05,84,20,29.93
416,Korcula,HR,2022-02-11 07:13:43,42.9622,17.1369,51.37,70,0,9.19
417,De Aar,ZA,2022-02-11 07:13:43,-30.6497,24.0123,76.78,31,0,3.44
418,Bulawayo,ZW,2022-02-11 07:13:44,-20.15,28.5833,75.74,46,1,9.06
419,Brookhaven,US,2022-02-11 07:13:44,31.5791,-90.4407,44.8,84,82,5.53
420,Comodoro Rivadavia,AR,2022-02-11 07:13:45,-45.8667,-67.5,57.06,24,0,17.27
421,Ust-Nera,RU,2022-02-11 07:13:45,64.5667,143.2,-30.24,99,55,2.77
422,Kalevala,RU,2022-02-11 07:13:45,65.2,31.1667,23.86,95,100,8.66
423,Drayton Valley,CA,2022-02-11 07:13:46,53.2168,-114.9854,29.91,62,90,19.55
424,Okitipupa,NG,2022-02-11 07:13:46,6.5047,4.7839,76.69,91,89,0.63
425,Eureka,US,2022-02-11 07:11:51,40.8021,-124.1637,51.19,73,0,2.71
426,Kushima,JP,2022-02-11 07:13:46,31.4583,131.2333,54.3,54,6,6.58
427,Yigou,CN,2022-02-11 07:13:47,35.8114,114.3167,51.89,33,100,6.67
428,Dod Ballapur,IN,2022-02-11 07:13:47,13.2919,77.5431,83.41,14,6,12.12
429,Geraldton,AU,2022-02-11 07:13:48,-28.7667,114.6,88.21,45,7,21.85
430,Saint-Augustin,CA,2022-02-11 07:13:48,51.226,-58.6502,28.92,97,100,12.17
431,Manokwari,ID,2022-02-11 07:13:48,-0.8667,134.0833,81.57,78,99,5.06
432,Altay,CN,2022-02-11 07:13:49,47.8667,88.1167,11.82,85,49,1.95
433,Nouadhibou,MR,2022-02-11 07:13:49,20.931,-17.0347,68.56,49,96,14.03
434,Weil Im Schonbuch,DE,2022-02-11 07:13:49,48.6227,9.0636,36.12,80,40,9.22
435,Loandjili,CG,2022-02-11 07:13:50,-4.7561,11.8578,78.58,84,22,6.44
436,Poshekhonye,RU,2022-02-11 07:13:50,58.4993,39.1353,26.82,96,100,9.31
437,Waddan,LY,2022-02-11 07:13:51,29.1614,16.139,49.69,65,2,5.19
438,Mpongwe,ZM,2022-02-11 07:13:51,-13.5091,28.155,69.03,88,100,4.32
439,Vieques,PR,2022-02-11 07:13:52,18.425,-65.8329,75.9,88,40,8.05
440,Aleksandrov Gay,RU,2022-02-11 07:13:52,50.147,48.5704,27.97,95,77,10.0
441,Margate,GB,2022-02-11 07:13:52,51.3813,1.3862,36.03,90,3,12.95
442,Kyren,RU,2022-02-11 07:13:53,51.6828,102.1408,2.61,83,41,1.77
443,Caravelas,BR,2022-02-11 07:13:53,-17.7125,-39.2481,74.07,92,6,3.65
444,Mao,ES,2022-02-11 07:13:54,39.8885,4.2658,45.16,93,0,5.75
445,Awbari,LY,2022-02-11 07:13:54,26.5921,12.7805,44.87,59,0,7.96
446,Mustasaari,FI,2022-02-11 07:12:55,63.1142,21.6822,25.9,80,0,4.61
447,La Palma,US,2022-02-11 07:13:55,33.8464,-118.0467,75.24,46,0,0.0
448,Hirara,JP,2022-02-11 07:13:55,24.8,125.2833,66.34,74,100,15.66
449,Ontario,US,2022-02-11 07:13:43,34.0633,-117.6509,70.72,36,0,6.91
450,Beringovskiy,RU,2022-02-11 07:13:56,63.05,179.3167,-27.29,96,24,8.5
451,Inuvik,CA,2022-02-11 07:14:56,68.3499,-133.7218,-13.94,76,100,4.61
452,Guntakal,IN,2022-02-11 07:14:57,15.1667,77.3833,86.18,27,81,10.42
453,Krasnoselkup,RU,2022-02-11 07:14:57,65.7,82.4667,-2.47,85,96,8.97
454,Ambovombe,MG,2022-02-11 07:14:57,-25.1667,46.0833,82.8,70,16,11.65
455,Zyryanka,RU,2022-02-11 07:14:58,65.75,150.85,-30.73,96,32,4.14
456,Arucas,ES,2022-02-11 07:14:58,28.1198,-15.5233,67.82,46,12,6.24
457,Kutum,SD,2022-02-11 07:14:58,14.2,24.6667,55.89,22,0,10.56
458,Qarchi Gak,AF,2022-02-11 07:14:59,37.04,66.7889,64.49,28,100,19.73
459,Namtsy,RU,2022-02-11 07:14:59,62.7161,129.6658,-14.69,95,35,1.28
460,Eloy,US,2022-02-11 07:15:00,32.7559,-111.5548,61.36,26,6,3.27
461,Vagur,FO,2022-02-11 07:15:00,61.4732,-6.8119,40.14,69,60,25.01
462,High Level,CA,2022-02-11 07:15:00,58.5169,-117.136,1.51,78,0,12.66
463,Solnechnyy,RU,2022-02-11 07:15:01,50.7214,136.6319,11.23,93,100,3.96
464,Alexandroupoli,GR,2022-02-11 07:15:01,40.8475,25.8744,41.32,93,0,0.0
465,Teguise,ES,2022-02-11 07:15:01,29.0605,-13.564,59.22,59,0,5.75
466,Maneadero,MX,2022-02-11 07:15:02,31.7167,-116.5667,66.18,30,0,8.32
467,Gornopravdinsk,RU,2022-02-11 07:15:02,60.05,69.9,4.69,84,6,10.11
468,Phenix City,US,2022-02-11 07:15:03,32.471,-85.0008,51.89,87,0,0.0
469,Igunga,TZ,2022-02-11 07:15:03,-4.2833,33.8833,68.34,84,100,2.95
470,Betamcherla,IN,2022-02-11 07:15:03,15.4667,78.1667,86.58,28,65,7.92
471,Alpena,US,2022-02-11 07:14:47,45.0617,-83.4327,28.54,78,100,12.66
472,Arman,RU,2022-02-11 07:15:04,59.7,150.1667,-1.84,84,92,4.97
473,Kuji,JP,2022-02-11 07:15:04,40.1878,141.7689,33.49,75,100,6.33
474,Port-Cartier,CA,2022-02-11 07:15:05,50.0334,-66.8654,30.74,84,100,12.17
475,Verkhnyaya Sinyachikha,RU,2022-02-11 07:15:05,57.976,61.6673,8.67,91,100,12.44
476,Asosa,ET,2022-02-11 07:15:05,10.0667,34.5333,76.05,27,3,8.55
477,Pierre,US,2022-02-11 07:13:55,44.3683,-100.351,43.72,66,0,25.32
478,Baiyin,CN,2022-02-11 07:15:06,36.5583,104.2081,38.28,65,79,4.47
479,Beloha,MG,2022-02-11 07:15:06,-25.1667,45.05,85.57,58,65,9.91
480,Chernyshevskiy,RU,2022-02-11 07:15:07,63.0128,112.4714,-6.43,86,94,5.26
481,Padang,ID,2022-02-11 07:15:07,-0.9492,100.3543,86.05,62,100,5.61
482,Umm Kaddadah,SD,2022-02-11 07:15:08,13.6017,26.6876,61.32,20,0,23.53
483,Peru,US,2022-02-11 07:15:08,40.7537,-86.0689,33.73,81,100,12.66
484,Minot,US,2022-02-11 07:11:09,48.2325,-101.2963,25.79,68,100,31.07
485,Leningradskiy,RU,2022-02-11 07:15:08,69.3833,178.4167,-26.93,95,84,4.63
486,Enshi,CN,2022-02-11 07:15:09,30.3,109.4833,45.7,82,100,2.86
487,Bronnoysund,NO,2022-02-11 07:15:09,65.4625,12.1997,30.42,86,75,7.0
488,Manyoni,TZ,2022-02-11 07:15:10,-5.7467,34.8382,68.9,84,98,2.66
489,Glendive,US,2022-02-11 07:15:10,47.1053,-104.7125,38.82,72,100,17.0
490,Suyo,PH,2022-02-11 07:15:10,16.9762,120.5254,83.64,67,100,6.49
491,Wanxian,CN,2022-02-11 07:15:11,30.8039,108.3897,49.73,75,100,2.26
492,Khandbari,NP,2022-02-11 07:15:11,27.3747,87.2039,62.06,49,32,6.67
493,Zitacuaro,MX,2022-02-11 07:15:11,19.4372,-100.358,42.73,68,0,3.51
494,Zenzeli,RU,2022-02-11 07:15:12,45.9241,47.0474,37.35,89,100,14.9
495,Trinidad,BO,2022-02-11 07:15:12,-14.8333,-64.9,74.41,88,38,4.12
496,Petropavlovsk-Kamchatskiy,RU,2022-02-11 07:15:13,53.0452,158.6483,16.39,79,0,2.24
497,Juegang,CN,2022-02-11 07:15:13,32.3174,121.1855,48.9,65,100,11.88
498,Zemio,CF,2022-02-11 07:15:13,5.0314,25.1361,83.97,16,46,8.57
499,Adrar,MR,2022-02-11 07:15:14,20.5022,-10.0711,56.84,25,99,12.55
500,The Valley,AI,2022-02-11 07:16:14,18.217,-63.0578,77.09,71,11,23.71
501,Najran,SA,2022-02-11 07:16:14,17.4924,44.1277,70.45,26,0,0.74
502,Kathmandu,NP,2022-02-11 07:16:15,27.7167,85.3167,61.02,41,20,5.75
503,Mount Isa,AU,2022-02-11 07:16:15,-20.7333,139.5,101.97,19,75,9.22
504,Progreso,MX,2022-02-11 07:16:16,21.2833,-89.6667,70.11,85,100,8.03
505,Yulara,AU,2022-02-11 07:16:16,-25.2406,130.9889,93.04,10,0,12.66
506,George,ZA,2022-02-11 07:16:17,-33.963,22.4617,69.35,68,40,3.44
507,Jalu,LY,2022-02-11 07:16:17,29.0331,21.5482,50.63,66,0,5.82
508,Thoen,TH,2022-02-11 07:16:18,17.6129,99.2161,98.15,20,0,2.44
509,Cedar City,US,2022-02-11 07:14:30,37.6775,-113.0619,29.37,80,0,4.61
510,Broome,US,2022-02-11 07:16:18,42.2506,-75.833,30.78,70,0,4.61
511,Sheltozero,RU,2022-02-11 07:16:19,61.3667,35.3667,26.11,93,100,9.93
512,Kamenka,RU,2022-02-11 07:16:19,51.3223,42.7678,29.75,94,100,9.55
513,Hofn,IS,2022-02-11 07:12:11,64.2539,-15.2082,28.02,57,100,10.18
514,Mabaruma,GY,2022-02-11 07:16:19,8.2,-59.7833,72.16,88,8,2.86
515,Oum Hadjer,TD,2022-02-11 07:16:20,13.2954,19.6966,68.47,13,35,8.37
516,Miyazu,JP,2022-02-11 07:16:21,35.5333,135.1833,43.0,58,9,9.08
517,Kamalapuram,IN,2022-02-11 07:16:21,14.5833,78.65,84.07,58,20,5.75
518,Zhezkazgan,KZ,2022-02-11 07:16:21,47.8043,67.7144,24.78,80,75,17.9
519,Graham,US,2022-02-11 07:16:22,47.0529,-122.2943,45.01,94,100,9.22
520,Darnah,LY,2022-02-11 07:16:22,32.767,22.6367,56.64,68,15,13.71
521,Leh,IN,2022-02-11 07:16:22,34.1667,77.5833,2.39,78,16,1.59
522,Fortuna Foothills,US,2022-02-11 07:16:23,32.6578,-114.4119,60.89,25,0,0.0
523,Brae,GB,2022-02-11 07:16:23,60.3964,-1.353,39.11,71,100,17.38
524,Sarangani,PH,2022-02-11 07:16:24,5.4033,125.4636,82.02,79,100,19.6
525,Seda,LV,2022-02-11 07:16:24,57.65,25.75,34.05,87,100,9.95
526,Sortland,NO,2022-02-11 07:12:23,68.6949,15.4162,30.15,69,100,12.5
527,Thinadhoo,MV,2022-02-11 07:16:25,0.5333,72.9333,81.34,70,41,4.68
528,Benguela,AO,2022-02-11 07:16:25,-12.5763,13.4055,77.09,63,99,2.71
529,Gorontalo,ID,2022-02-11 07:16:25,0.5412,123.0595,85.53,71,82,2.06
530,Busia,UG,2022-02-11 07:16:26,0.4544,34.0758,80.26,41,53,4.45
531,Goderich,CA,2022-02-11 07:16:26,43.7501,-81.7165,29.91,74,100,14.97
532,Acapulco,MX,2022-02-11 07:16:15,16.8634,-99.8901,75.02,83,0,5.75
533,Broken Hill,AU,2022-02-11 07:16:27,-31.95,141.4333,83.68,15,5,19.42
534,Walvis Bay,NA,2022-02-11 07:16:27,-22.9575,14.5053,70.75,83,84,3.44
535,Iquitos,PE,2022-02-11 07:16:28,-3.7481,-73.2472,75.24,100,75,0.0
536,Nam Som,TH,2022-02-11 07:16:28,17.7704,102.1895,95.09,28,60,4.21
537,Ardahan,TR,2022-02-11 07:16:28,41.1087,42.7022,13.48,92,61,1.03
538,Waipawa,NZ,2022-02-11 07:16:29,-41.4122,175.5153,62.46,98,100,3.8
539,Komsomolskiy,UZ,2022-02-11 07:16:29,40.4272,71.7189,45.82,45,100,2.3
540,Fairbanks,US,2022-02-11 07:16:29,64.8378,-147.7164,-7.26,78,0,5.75
541,Diego De Almagro,CL,2022-02-11 07:16:30,-26.3667,-70.05,57.51,70,0,2.35
542,Wattegama,LK,2022-02-11 07:16:30,6.7989,81.4808,90.7,49,54,7.38
543,Salalah,OM,2022-02-11 07:16:31,17.0151,54.0924,78.89,50,20,6.91
544,Merritt Island,US,2022-02-11 07:16:31,28.5392,-80.672,59.05,83,0,6.91
545,Lerwick,GB,2022-02-11 07:15:18,60.1545,-1.1494,39.2,79,100,17.65
546,Bakchar,RU,2022-02-11 07:17:32,57.0186,82.0711,4.21,80,6,4.59
547,Druzhba,UA,2022-02-11 07:17:32,52.0428,33.9453,34.54,100,100,15.66
548,Kerman,IR,2022-02-11 07:17:33,30.2832,57.0788,60.66,11,0,4.61
549,Bubaque,GW,2022-02-11 07:17:33,11.2833,-15.8333,78.87,54,3,12.88
550,Urusha,RU,2022-02-11 07:17:33,54.05,122.9,2.26,60,100,5.32
551,Khasan,RU,2022-02-11 07:17:34,42.4308,130.6434,31.64,85,100,5.5
552,Pachino,IT,2022-02-11 07:17:34,36.7186,15.0907,53.6,59,0,4.59
553,Ossora,RU,2022-02-11 07:17:35,59.2353,163.0719,-3.78,80,97,4.07
554,Kaseda,JP,2022-02-11 07:17:35,31.4167,130.3167,58.23,47,17,12.3
